资源名称,下载地址,下载地址链接,类型
计算机程序设计艺术,链接：https://pan.baidu.com/s/1ubW9Y78r9I5nrWwXnznMwQ  提取码：l1xl,https://pan.baidu.com/s/1ubW9Y78r9I5nrWwXnznMwQ,算法
微服务设计,https://pan.baidu.com/s/1phxVkVOPgSn4rf5Ftn-63g,https://pan.baidu.com/s/1phxVkVOPgSn4rf5Ftn-63g,Java
机器学习,链接: https://pan.baidu.com/s/16RSSaKS08aMzQGgh-H5xwQ 提取码: 99vd,https://pan.baidu.com/s/16RSSaKS08aMzQGgh-H5xwQ,人工智能
Writing Solid Code(EN),https://pan.baidu.com/s/13DUZFJ0hPCvUghoVLISUkw,https://pan.baidu.com/s/13DUZFJ0hPCvUghoVLISUkw,C/C++
Python编程：从入门到实践.pdf,https://pan.baidu.com/s/1EWCb9Og0FVbahqCtBTLJWA 提取码:6i87,https://pan.baidu.com/s/1EWCb9Og0FVbahqCtBTLJWA,Python
人工智能 一种现代的方法（第3版）,https://pan.baidu.com/s/1E_1aaqTW5B1auPrxSgFdcw,https://pan.baidu.com/s/1E_1aaqTW5B1auPrxSgFdcw,人工智能
linux嵌入式开发书籍,https://pan.baidu.com/s/1oRrCNR_fi-4DD4pmRzuCGg,https://pan.baidu.com/s/1oRrCNR_fi-4DD4pmRzuCGg,电子书
深入理解计算机系统,链接: https://pan.baidu.com/s/1zAsVtJl1jLOLzeSCQJfKqw 提取码: xf3m,https://pan.baidu.com/s/1zAsVtJl1jLOLzeSCQJfKqw,电子书
嵌入式网络那些事lwip,复制这段内容后打开百度网盘手机App，操作更方便哦 链接:https://pan.baidu.com/s/1TV0P0jREqt7VJnZjX40Yyw 提取码:meza,https://pan.baidu.com/s/1TV0P0jREqt7VJnZjX40Yyw,单片机
web安全,https://pan.baidu.com/s/1DXHW6JGYJ6-FmM1BtscAZA,https://pan.baidu.com/s/1DXHW6JGYJ6-FmM1BtscAZA,前端
make中文手册,链接:https://pan.baidu.com/s/1tMjYqAmB20xj2KxZT-P-Fg 提取码:6mpx,https://pan.baidu.com/s/1tMjYqAmB20xj2KxZT-P-Fg,C/C++
鸟哥的私房菜-基础篇4（word）,链接：https://pan.baidu.com/s/1IrN5ICsXDEITYHZ7XQDhCw  提取码：h97p,https://pan.baidu.com/s/1IrN5ICsXDEITYHZ7XQDhCw,Linux
C++反汇编与逆向分析技术揭秘,链接：https://pan.baidu.com/s/1LYvxLkMVoHr1QcA2QPzgLw  提取码：mpj7  复制这段内容后打开百度网盘手机App，操作更方便哦,https://pan.baidu.com/s/1LYvxLkMVoHr1QcA2QPzgLw,C/C++
Linux高性能服务器编程,https://pan.baidu.com/s/1gYuEk8LbKvMog79xBk9qcQ  提取码：94v4,https://pan.baidu.com/s/1gYuEk8LbKvMog79xBk9qcQ,Linux
python金融数据分析,链接：https://pan.baidu.com/s/1F2Zr8f_Ee-E0MZCOtuaPSw  提取码：w7gy,https://pan.baidu.com/s/1F2Zr8f_Ee-E0MZCOtuaPSw,Python
linux新手管理员指南,https://pan.baidu.com/s/1qjR3uKTaXp9zcNgEssZ5mA,https://pan.baidu.com/s/1qjR3uKTaXp9zcNgEssZ5mA,Linux
DirectX游戏开发终极指南,https://pan.baidu.com/s/1pY0nvwm5ntlgoFS-4SzBhQ 提取码:n3sg,https://pan.baidu.com/s/1pY0nvwm5ntlgoFS-4SzBhQ,C/C++
Linux程序设计第4版,链接：https://pan.baidu.com/s/1-jUsM5czfVpKj2PFNN6y0w  提取码：hh0k,https://pan.baidu.com/s/1-jUsM5czfVpKj2PFNN6y0w,电子书
vc6.0,复制这段内容后打开百度网盘手机App，操作更方便哦 链接:https://pan.baidu.com/s/1U_lYICNx-3Bu5bfO2iOJtA 提取码:9e99,https://pan.baidu.com/s/1U_lYICNx-3Bu5bfO2iOJtA,C/C++
Android深度探索卷1 pdf,链接：https://pan.baidu.com/s/1SFCnMT8I0eRj_bKopM2ZEg  提取码：dufk,https://pan.baidu.com/s/1SFCnMT8I0eRj_bKopM2ZEg,电子书
微信小程序实战开发特训班,https://pan.baidu.com/s/1DyezeAbnOcx56kMaYbLCcg 提取码：kta8,https://pan.baidu.com/s/1DyezeAbnOcx56kMaYbLCcg,小程序
Black Hat Python,https://pan.baidu.com/s/1cmDKD4QxyY6VFbi34QehpQ,https://pan.baidu.com/s/1cmDKD4QxyY6VFbi34QehpQ,Python
野火K60中文资料,链接：https://pan.baidu.com/s/1umdgax_hoIhAixSo0BM05w  提取码：xtll,https://pan.baidu.com/s/1umdgax_hoIhAixSo0BM05w,C/C++
C+++Primer+Plus（第6版）中文版,链接：https://pan.baidu.com/s/1tbnwLEFcdTNf0BckLXT99Q  提取码：4d8a  复制这段内容后打开百度网盘手机App，操作更方便哦,https://pan.baidu.com/s/1tbnwLEFcdTNf0BckLXT99Q,C/C++
UCOSII C8T6 模板,链接: https://pan.baidu.com/s/1Gh7I1E1EU8YDPXIlXFxPBg 提取码: r2te,https://pan.baidu.com/s/1Gh7I1E1EU8YDPXIlXFxPBg,C/C++
JAVA坦克大战,链接：https://pan.baidu.com/s/1gx-n8tW6XJqa1IUNm-LpPA  提取码：q4aw  复制这段内容后打开百度网盘手机App，操作更方便哦,https://pan.baidu.com/s/1gx-n8tW6XJqa1IUNm-LpPA,Java
Matlab 2016a安装包,https://pan.baidu.com/s/1Gm_vpSjjjx1nuEMK2sfcog,https://pan.baidu.com/s/1Gm_vpSjjjx1nuEMK2sfcog,matlab
华为云计算HCNA 2018公开课,复制这段内容后打开百度网盘手机App，操作更方便哦 链接:https://pan.baidu.com/s/1dDhZdM2_RxiTsqv7Un18qw 提取码:248s,https://pan.baidu.com/s/1dDhZdM2_RxiTsqv7Un18qw,其它
C++标准库 （第 2 版）PDF,链接: https://pan.baidu.com/s/1zFGX-qW1ayaJFfTD1yQEzQ 提取码: nwtp,https://pan.baidu.com/s/1zFGX-qW1ayaJFfTD1yQEzQ,C/C++
测试入门到精通,复制这段内容后打开百度网盘手机App，操作更方便哦 链接：https://pan.baidu.com/s/1GOzqJJgsymcH9QwNTcuwHw 提取码：k1L1,https://pan.baidu.com/s/1GOzqJJgsymcH9QwNTcuwHw,软件测试
Quartz 中文API,链接：https://pan.baidu.com/s/1Cqg05tn2bjLmtgP4ugo2Fw  提取码：d8us  复制这段内容后打开百度网盘手机App，操作更方便哦,https://pan.baidu.com/s/1Cqg05tn2bjLmtgP4ugo2Fw,Java
第三方支付技术,链接: https://pan.baidu.com/s/1SMAzGB98EJK5xsNo4AO36A 提取码: 1776,https://pan.baidu.com/s/1SMAzGB98EJK5xsNo4AO36A,Java
有趣的二进制,https://pan.baidu.com/s/1OEhGBvcRt6VQyfoRu94CDQ,https://pan.baidu.com/s/1OEhGBvcRt6VQyfoRu94CDQ,软件
Qt及Qt Quick开发实战精解,链接：https://pan.baidu.com/s/1DIL22JbP0f7lYO4GsPmzgw  提取码：exus  复制这段内容后打开百度网盘手机App，操作更方便哦,https://pan.baidu.com/s/1DIL22JbP0f7lYO4GsPmzgw,QT
Java深入微服务原理改造房产销售平台,链接：https://pan.baidu.com/s/1b0pULyhYEyYb5YzjHibl7g  提取码：q2sz  复制这段内容后打开百度网盘手机App，操作更方便哦,https://pan.baidu.com/s/1b0pULyhYEyYb5YzjHibl7g,Java
利用python进行数据分析,https://pan.baidu.com/s/1-O8KnGJjYrN88UpILc0EUQ,https://pan.baidu.com/s/1-O8KnGJjYrN88UpILc0EUQ,Python
ANSYS有限元分析,链接：https://pan.baidu.com/s/1nVNY_NXwtkPO2lBeVZEFlQ  提取码：1zwf  复制这段内容后打开百度网盘手机App，操作更方便哦,https://pan.baidu.com/s/1nVNY_NXwtkPO2lBeVZEFlQ,软件教程
图解http,https://pan.baidu.com/s/1HQO4WvNyx2nJp4Ufy8j4sg,https://pan.baidu.com/s/1HQO4WvNyx2nJp4Ufy8j4sg,前端
pyqt5快速开发与实战电子书.pdf,https://pan.baidu.com/s/1HwhEX4lloywyJ_XudCV-UQ,https://pan.baidu.com/s/1HwhEX4lloywyJ_XudCV-UQ,Python
机器学习-周志华,链接: https://pan.baidu.com/s/1yLX_lKJCLs3C0CFmhkqJCg 提取码: r69q,https://pan.baidu.com/s/1yLX_lKJCLs3C0CFmhkqJCg,人工智能
海外注册版diskgenius,复制这段内容后打开百度网盘手机App，操作更方便哦 链接:https://pan.baidu.com/s/1nOWM-3diIhuP8Ilpx9SdmA 提取码:i5z6,https://pan.baidu.com/s/1nOWM-3diIhuP8Ilpx9SdmA,小程序
嵌入式视频,https://pan.baidu.com/s/1qKH53OsogHJ1y9fI9bSyNw,https://pan.baidu.com/s/1qKH53OsogHJ1y9fI9bSyNw,Linux
Essential Grammar in use with Answers 4th,https://pan.baidu.com/s/1vQYiTGde3x_Lbf7KWNlN9A,https://pan.baidu.com/s/1vQYiTGde3x_Lbf7KWNlN9A,英语
mysql优化,链接：https://pan.baidu.com/s/1y54aAYRIXF2kLO3FSoK1dA  提取码：pk1l  复制这段内容后打开百度网盘手机App，操作更方便哦,https://pan.baidu.com/s/1y54aAYRIXF2kLO3FSoK1dA,数据库
C和指针,链接：https://pan.baidu.com/s/1qpnt8ZymQw1VhjoHF8m8ug  提取码：418n,https://pan.baidu.com/s/1qpnt8ZymQw1VhjoHF8m8ug,C/C++
vue.js 2.0,链接：https://pan.baidu.com/s/15Go-rJvbmqR8BXdykQMRrg  提取码：t3qj  复制这段内容后打开百度网盘手机App，操作更方便哦,https://pan.baidu.com/s/15Go-rJvbmqR8BXdykQMRrg,其它
ZABBIX从入门到精通v3.0.1+-+运维生存时间,链接: https://pan.baidu.com/s/1miJ3Ap_QByaJphK6zsQFuw 提取码: a77s 复制这段内容后打开百度网盘手机App，操作更方便哦,https://pan.baidu.com/s/1miJ3Ap_QByaJphK6zsQFuw,Linux
AI边缘计算技术白皮书,:https://pan.baidu.com/s/1dky07PQEAjOC80V5m-CZdA 提取码:l8ww,https://pan.baidu.com/s/1dky07PQEAjOC80V5m-CZdA,人工智能
Linux Shell 脚本攻略（第三版）-Clif Flynt,https://pan.baidu.com/s/1yy7neTF5xdVyBi24T4WbRw  提取码: vip8,https://pan.baidu.com/s/1yy7neTF5xdVyBi24T4WbRw,Shell
深入理解计算机操作系统,链接：https://pan.baidu.com/s/1mkgIUHtikyiNlHYO-65UrA  提取码：3ln3,https://pan.baidu.com/s/1mkgIUHtikyiNlHYO-65UrA,电子书
精通spring4.x企业级开发实战,链接:https://pan.baidu.com/s/1gUKboRiIJ48He3xGICUC3w 提取码:o305,https://pan.baidu.com/s/1gUKboRiIJ48He3xGICUC3w,Java
Zabbix监控系统深度实践,链接: http://pan.baidu.com/s/1eRsXQsM 密码: 8va8,http://pan.baidu.com/s/1eRsXQsM,Linux
C语言练习题41道,https://pan.baidu.com/s/1PObJrGrdAGq4VbxljNY8ew,https://pan.baidu.com/s/1PObJrGrdAGq4VbxljNY8ew,C/C++
ROS机器人操作系统-深蓝学院,链接：https://pan.baidu.com/s/1tWWdKAZTwrn_8i8CD8g5oA  提取码：lnss,https://pan.baidu.com/s/1tWWdKAZTwrn_8i8CD8g5oA,人工智能
算法笔记（胡凡）,https://pan.baidu.com/s/1HsblYacuxCoHrwRLUuGx2Q,https://pan.baidu.com/s/1HsblYacuxCoHrwRLUuGx2Q,算法
linux就该这么学,https://pan.baidu.com/s/1CIboOWp7fThUYd8aKOPmXQ,https://pan.baidu.com/s/1CIboOWp7fThUYd8aKOPmXQ,Linux
Quartus II 13,链接: https://pan.baidu.com/s/1xBdnLV9_G6gFuZS97DNivA 提取码: tq28,https://pan.baidu.com/s/1xBdnLV9_G6gFuZS97DNivA,软件
flask web开发基于python的web应用开发实战,https://pan.baidu.com/s/19J8y5OAcFUYf_SY-L6eIxA,https://pan.baidu.com/s/19J8y5OAcFUYf_SY-L6eIxA,电子书
C语言类PDF电子书,链接：https://pan.baidu.com/s/1f6yIfhxnxv1AmE4vrkQSXw  提取码：7fub,https://pan.baidu.com/s/1f6yIfhxnxv1AmE4vrkQSXw,C/C++
python机器学习实践指南,复制这段内容后打开百度网盘手机App，操作更方便哦 链接：https://pan.baidu.com/s/15-HbMIyjHmuHB41L8REMmQ 提取码：96wj,https://pan.baidu.com/s/15-HbMIyjHmuHB41L8REMmQ,人工智能
python机器学习实践指南.pdf,https://pan.baidu.com/s/15-HbMIyjHmuHB41L8REMmQ,https://pan.baidu.com/s/15-HbMIyjHmuHB41L8REMmQ,人工智能
AUTOSAR规范,https://pan.baidu.com/s/1Kh_OUjfDkRlgO7i8uQ8AjQ,https://pan.baidu.com/s/1Kh_OUjfDkRlgO7i8uQ8AjQ,其它
Hadoop权威指南第3版,https://pan.baidu.com/s/1gTAV6lGogWhT7eHR9HiCfQ,https://pan.baidu.com/s/1gTAV6lGogWhT7eHR9HiCfQ,电子书
LINUX命令行与SHELL脚本编程大全第2版.pdf,https://pan.baidu.com/s/1mg8BuHi,https://pan.baidu.com/s/1mg8BuHi,Linux
go语言圣经,链接:https://pan.baidu.com/s/1NYPQCafGE0l0Ya3gu3VrlA  密码:aqpe,https://pan.baidu.com/s/1NYPQCafGE0l0Ya3gu3VrlA,go
算法-第四版,链接:https://pan.baidu.com/s/1GfuTrSmFWzRLepWJSWkrfg  密码:d9eo,https://pan.baidu.com/s/1GfuTrSmFWzRLepWJSWkrfg,算法
Linux从入门到精通,https://pan.baidu.com/s/1SaPUiBhlh9np1WU98IFKbw,https://pan.baidu.com/s/1SaPUiBhlh9np1WU98IFKbw,Linux
JavaScript编程全解,https://pan.baidu.com/s/18zYKi5em57AavauX-beSsA,https://pan.baidu.com/s/18zYKi5em57AavauX-beSsA,其它
高性能mysql（中文第三版）扫描版,https://pan.baidu.com/s/1LO4d_6YxwCimvRZ_kTpGQA,https://pan.baidu.com/s/1LO4d_6YxwCimvRZ_kTpGQA,数据库
nginx 入门到精通 PDF,https://pan.baidu.com/s/1i3tjVMX,https://pan.baidu.com/s/1i3tjVMX,电子书
C++编程思想（第二版中文版）,https://pan.baidu.com/s/19MSUM3lmhESUDgUfY5d5iQ,https://pan.baidu.com/s/19MSUM3lmhESUDgUfY5d5iQ,C/C++
C语言深度剖析-解开程序员面试笔试的秘密,链接：https://pan.baidu.com/s/1RjO_wI1yrHyt8j3COkGH6w  提取码：illu,https://pan.baidu.com/s/1RjO_wI1yrHyt8j3COkGH6w,C/C++
Python爬虫开发与项目实战,https://pan.baidu.com/s/1Rw_xacZgQYRuXkrlMtOEDA,https://pan.baidu.com/s/1Rw_xacZgQYRuXkrlMtOEDA,Python
c语言学习视频,链接：https://pan.baidu.com/s/1i9XJuAVU-3JVaZVJajlS3A  提取码：9kdf  复制这段内容后打开百度网盘手机App，操作更方便哦,https://pan.baidu.com/s/1i9XJuAVU-3JVaZVJajlS3A,C/C++
【慕课】宁浩全套,链接: https://pan.baidu.com/s/191zxJVPJVyWtdi7Bo6bQwg  密码: c95r,https://pan.baidu.com/s/191zxJVPJVyWtdi7Bo6bQwg,公开课
你不知道的JS(下卷),链接: https://pan.baidu.com/s/1kyyaHlaBbtLxoMeFk6m16w 提取码: ih6d 复制这段内容后打开百度网盘手机App，操作更方便哦,https://pan.baidu.com/s/1kyyaHlaBbtLxoMeFk6m16w,前端
Artificial Intelligence:A modern approach 3rd edition,链接: https://pan.baidu.com/s/1ayCIROw54KPqgxLBHVdpig 提取码: ugmm 复制这段内容后打开百度网盘手机App，操作更方便哦,https://pan.baidu.com/s/1ayCIROw54KPqgxLBHVdpig,人工智能
mtk2503d开发资料,https://pan.baidu.com/s/1kVBuWSZ,https://pan.baidu.com/s/1kVBuWSZ,C/C++
python总结,https://pan.baidu.com/s/1D4PBgvENX7td20iaZdsMsA,https://pan.baidu.com/s/1D4PBgvENX7td20iaZdsMsA,Python
赖老师的美式音标,链接：https://pan.baidu.com/s/1pq4IXkwElmfCLQ2aE3oCoA  提取码：92uu  复制这段内容后打开百度网盘手机App，操作更方便哦,https://pan.baidu.com/s/1pq4IXkwElmfCLQ2aE3oCoA,英语
计算机科学概论(第11版).(美)布鲁克希尔.扫描版,链接: https://pan.baidu.com/s/1S0I6BWSZKrrUIsslasAuPA 提取码: kfnc,https://pan.baidu.com/s/1S0I6BWSZKrrUIsslasAuPA,电子书
Linux_Shell脚本攻略.第3版,链接：https://pan.baidu.com/s/1TpXv-3pohhLmek0xQ6TV5w  提取码：jkbm  复制这段内容后打开百度网盘手机App，操作更方便哦,https://pan.baidu.com/s/1TpXv-3pohhLmek0xQ6TV5w,Linux
Shell脚本学习指南,https://pan.baidu.com/s/1Y0oSsLBersEQOnj4icuCkA,https://pan.baidu.com/s/1Y0oSsLBersEQOnj4icuCkA,C/C++
从零起步学电子(第2版),https://pan.baidu.com/s/1ItA4LDGZHhiYsE5SzFCdLA,https://pan.baidu.com/s/1ItA4LDGZHhiYsE5SzFCdLA,电子书
《大数据机器学习》-林中天,链接: https://pan.baidu.com/s/1-67yO7Rl9OfcfmnEXRi8Eg 提取码: abfe 复制这段内容后打开百度网盘手机App，操作更方便哦,https://pan.baidu.com/s/1-67yO7Rl9OfcfmnEXRi8Eg,大数据
SpringBoot学习shipin,链接: https://pan.baidu.com/s/1dvvkQAzp_HzjPFaffdTFag 提取码: x3ur 复制这段内容后打开百度网盘手机App，操作更方便哦,https://pan.baidu.com/s/1dvvkQAzp_HzjPFaffdTFag,Java
python web开发学习实录,链接：https://pan.baidu.com/s/1dChR4oUityN0cCgiqNXxkg  提取码：1br6  复制这段内容后打开百度网盘手机App，操作更方便哦,https://pan.baidu.com/s/1dChR4oUityN0cCgiqNXxkg,前端
我的第一本算法书,https://pan.baidu.com/s/1r13lwirpFyD5RqekLE98pQ  提取码：1taw,https://pan.baidu.com/s/1r13lwirpFyD5RqekLE98pQ,电子书
sql server 2008从入门到精通,https://pan.baidu.com/s/1XVD7a-OCkzdAt5SZyyR78Q,https://pan.baidu.com/s/1XVD7a-OCkzdAt5SZyyR78Q,数据库
编程人生,链接：https://pan.baidu.com/s/1TwCHFy4uamMwo62BjxkMWQ  提取码：pd80,https://pan.baidu.com/s/1TwCHFy4uamMwo62BjxkMWQ,C/C++
斯坦福NLP课程,链接：https://pan.baidu.com/s/1VM4PQqRNomrqzOhH4S52xQ  提取码：rrxo  复制这段内容后打开百度网盘手机App，操作更方便哦,https://pan.baidu.com/s/1VM4PQqRNomrqzOhH4S52xQ,人工智能
Python电子书（Coffee Break Python，Coffee Break Python Slicing，Coffee Break NumPy）,链接: https://pan.baidu.com/s/1zR0056Ig74WsHPfvGZRc9Q 提取码: tsp8 复制这段内容后打开百度网盘手机App，操作更方便哦,https://pan.baidu.com/s/1zR0056Ig74WsHPfvGZRc9Q,电子书
机器学习（周志华著）,链接: https://pan.baidu.com/s/1IhvtxG9nq-WSk_XPQleS0g 提取码: g7cj 复制这段内容后打开百度网盘手机App，操作更方便哦,https://pan.baidu.com/s/1IhvtxG9nq-WSk_XPQleS0g,算法
嵌入式Linux笔记,链接：https://pan.baidu.com/s/1L0X0RtevdpYonhEUgeJnIw  提取码：s5w7,https://pan.baidu.com/s/1L0X0RtevdpYonhEUgeJnIw,Linux
千月网络助手,链接: https://pan.baidu.com/s/11y-5e2kFkdVc9JnBvsRnQg 提取码: tbv3 复制这段内容后打开百度网盘手机App，操作更方便哦,https://pan.baidu.com/s/11y-5e2kFkdVc9JnBvsRnQg,软件
嵌入式linux学习笔记,https://pan.baidu.com/s/1e7NyStkFiwKd_8tmH-cnDA,https://pan.baidu.com/s/1e7NyStkFiwKd_8tmH-cnDA,Linux
PHP初级编程书籍,链接: https://pan.baidu.com/s/1_b6KyMvPSRQdxJBwlJ6uKw 提取码: hd2h 复制这段内容后打开百度网盘手机App，操作更方便哦,https://pan.baidu.com/s/1_b6KyMvPSRQdxJBwlJ6uKw,PHP
Head First HTML&CSS、XHTML 第二版,https://pan.baidu.com/s/11YY8e2XwlCHH7undF7wi9g,https://pan.baidu.com/s/11YY8e2XwlCHH7undF7wi9g,前端
数据挖掘,链接：https://pan.baidu.com/s/1n7Gzq9piV57_aZ8kM8jOdA 密码：hos6,https://pan.baidu.com/s/1n7Gzq9piV57_aZ8kM8jOdA,大数据
传智播客C++,链接：https://pan.baidu.com/s/1B7PSj0s0ykvPWKMla-6tvQ  提取码：zdwz  复制这段内容后打开百度网盘手机App，操作更方便哦,https://pan.baidu.com/s/1B7PSj0s0ykvPWKMla-6tvQ,C/C++
信息安全标准,链接：https://pan.baidu.com/s/1ZwLvimuQoKy_6BYvVR_yGA  提取码： yp7s,https://pan.baidu.com/s/1ZwLvimuQoKy_6BYvVR_yGA,其它
MATLAB台大郭彦甫PPT,链接:https://pan.baidu.com/s/1v0vHKefxhtslibu9c3sxfA 提取码:9qd8,https://pan.baidu.com/s/1v0vHKefxhtslibu9c3sxfA,matlab
机器学及其matlab实现—从基础到实践,https://pan.baidu.com/s/19sVqjXuTEzYnxFEhG45OXw   提取码w3hs,https://pan.baidu.com/s/19sVqjXuTEzYnxFEhG45OXw,matlab
Matlab Education,https://pan.baidu.com/s/1KrXUHFaU1QirHQLmG8gyJw,https://pan.baidu.com/s/1KrXUHFaU1QirHQLmG8gyJw,matlab
ansible自动化运维,链接: https://pan.baidu.com/s/1MzONk9obxSwA7_aLUcJPAA 提取码: 3z2u 复制这段内容后打开百度网盘手机App，操作更方便哦,https://pan.baidu.com/s/1MzONk9obxSwA7_aLUcJPAA,Python
python电子书籍,https://pan.baidu.com/s/1A76N2hv1PYysXb6Y7J4qQA,https://pan.baidu.com/s/1A76N2hv1PYysXb6Y7J4qQA,Python
乐优商城完整版,链接：https://pan.baidu.com/s/1oAWH28IS7F9nCXd-Z5DQtw  提取码：vfht  复制这段内容后打开百度网盘手机App，操作更方便哦,https://pan.baidu.com/s/1oAWH28IS7F9nCXd-Z5DQtw,Java
2018前端资源,链接：https://pan.baidu.com/s/1X5Ua4C7kaxgqMc5oZKBBvA  提取码：h0hy  复制这段内容后打开百度网盘手机App，操作更方便哦,https://pan.baidu.com/s/1X5Ua4C7kaxgqMc5oZKBBvA,前端
python实战《雷电战机》,链接：https://pan.baidu.com/s/1LgfBJq27Itbq2eoevxN-XQ  提取码：wag5,https://pan.baidu.com/s/1LgfBJq27Itbq2eoevxN-XQ,Python
Linux系统管理技术手册(第二版),下载链接: https://pan.baidu.com/s/1kfBWtyIUwpH3Brsdfb4mtA 提取密码：4k2v 复制这段内容后打开百度网盘手机App，操作更方便哦 复制这段内容后打开百度网盘手机App，操作更方便哦,https://pan.baidu.com/s/1kfBWtyIUwpH3Brsdfb4mtA,电子书
数据结构-严慧敏,https://pan.baidu.com/s/1-JIy-tPilLOmQiVACmicmg  密码：zysy,https://pan.baidu.com/s/1-JIy-tPilLOmQiVACmicmg,算法
Docker技术入门与实战  第3版.pdf,链接：https://pan.baidu.com/s/1TA8iSxNnUQ4hqzwpY8lWCw  提取码：crau  复制这段内容后打开百度网盘手机App，操作更方便哦,https://pan.baidu.com/s/1TA8iSxNnUQ4hqzwpY8lWCw,电子书
WEB接口开发与自动化测试  基于PYTHON语言,https://pan.baidu.com/s/1uQOsy1iRvMs9tVk78-L-sA   密码v09q,https://pan.baidu.com/s/1uQOsy1iRvMs9tVk78-L-sA,Python
深入浅出mysql电子书,链接：https://pan.baidu.com/s/1RciYCP2uzN2NhFAGrL4j9g  提取码：rwtg  复制这段内容后打开百度网盘手机App，操作更方便哦,https://pan.baidu.com/s/1RciYCP2uzN2NhFAGrL4j9g,电子书
树莓派python编程指南,链接: https://pan.baidu.com/s/1AUsVxxu3ekL4PNsNkIvyZA 提取码: 7oe2,https://pan.baidu.com/s/1AUsVxxu3ekL4PNsNkIvyZA,Python
SpringBoot入门教程,链接: https://pan.baidu.com/s/1YCnwQIhg8rM69JFqcyoa6w 提取码: m8w4 复制这段内容后打开百度网盘手机App，操作更方便哦,https://pan.baidu.com/s/1YCnwQIhg8rM69JFqcyoa6w,Java
代码整洁之道,链接: https://pan.baidu.com/s/1EEFfC2V0qyxBRFgZwkZvCg 提取码: wgch,https://pan.baidu.com/s/1EEFfC2V0qyxBRFgZwkZvCg,Java
Linux就该这么学第16期视频教学,链接：https://pan.baidu.com/s/1e2cugRgCYjy8imPgP25q9w 密码：huvk,https://pan.baidu.com/s/1e2cugRgCYjy8imPgP25q9w,Linux
Docker开源书,https://pan.baidu.com/s/1J2AnIKmIZdtk7cknCJ2qyw 提取码1fks,https://pan.baidu.com/s/1J2AnIKmIZdtk7cknCJ2qyw,Java
TensorFlow内核剖析,链接：https://pan.baidu.com/s/13XdpgeW0zwqRixAGl7pllw  提取码：nnc5  复制这段内容后打开百度网盘手机App，操作更方便哦,https://pan.baidu.com/s/13XdpgeW0zwqRixAGl7pllw,人工智能
2018传播智客web前端36期全套,链接：https://pan.baidu.com/s/12jk70JoEtpEY1_iZXb2dRQ  提取码：bc7w,https://pan.baidu.com/s/12jk70JoEtpEY1_iZXb2dRQ,前端
office2016教程,链接：https://pan.baidu.com/s/1kZeH9S5Gs-jXyAJ9Z_K4Iw  提取码：yymi  复制这段内容后打开百度网盘手机App，操作更方便哦,https://pan.baidu.com/s/1kZeH9S5Gs-jXyAJ9Z_K4Iw,软件教程
Web前端教程（不断更新学习资源）,链接: https://pan.baidu.com/s/1ZMaIHU4QYmx-SUlDfti7SQ 提取码: 9qqv 复制这段内容后打开百度网盘手机App，操作更方便哦,https://pan.baidu.com/s/1ZMaIHU4QYmx-SUlDfti7SQ,前端
自然语言处理值AI深度学习顶级实战课程-天善智能,链接：https://pan.baidu.com/s/1UPuXCpxgdBWTACFqrRXRVg  提取码：8rml  复制这段内容后打开百度网盘手机App，操作更方便哦,https://pan.baidu.com/s/1UPuXCpxgdBWTACFqrRXRVg,人工智能
英语学习ESLpod音频,链接: https://pan.baidu.com/s/1ZykhF6WWEy4xcqQyZ08h5Q 提取码: esbd 复制这段内容后打开百度网盘手机App，操作更方便哦,https://pan.baidu.com/s/1ZykhF6WWEy4xcqQyZ08h5Q,英语
iCAT火云译客,https://pan.baidu.com/s/1ntsrtY5?errno=0&errmsg=Auth%20Login%20Sucess&&bduss=&ssnerror=0&traceid=#list/path=%2F&parentPath=%2F,https://pan.baidu.com/s/1ntsrtY5,其它
ELK Stack深入浅出视频_GK,链接：https://pan.baidu.com/s/1SHR6GXOuNDAF5RezXgYHxw  提取码：zmqi  复制这段内容后打开百度网盘手机App，操作更方便哦,https://pan.baidu.com/s/1SHR6GXOuNDAF5RezXgYHxw,软件
linux就该这么学配套视频,链接：  https://pan.baidu.com/s/19isUT-yriTeSN9YzRqixgw  云盘密码：kl3k,https://pan.baidu.com/s/19isUT-yriTeSN9YzRqixgw,Linux
零基础学Python,https://pan.baidu.com/s/1A00poeb2Lwd6v6AfAYDYiw,https://pan.baidu.com/s/1A00poeb2Lwd6v6AfAYDYiw,Python
Ruby on Rails 教程  (《Ruby on Rails Tutorial》)Michael Hartl  60块钱买的,https://pan.baidu.com/s/1KXON20Zsk-WmvaTnGJ2mfA,https://pan.baidu.com/s/1KXON20Zsk-WmvaTnGJ2mfA,电子书
传播智客 .NET第24期,链接：https://pan.baidu.com/s/1hU34V8f90iqXxjF1AEUSmg  提取码：b6ke  复制这段内容后打开百度网盘手机App，操作更方便哦,https://pan.baidu.com/s/1hU34V8f90iqXxjF1AEUSmg,C/C++
